accession,biosample,bioproject,studyId,dri_orcids
ERR15963613,ERS27945647,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963614,ERS27945648,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963615,ERS27945649,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963616,ERS27945649,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963617,ERS27945650,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963618,ERS27945650,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963619,ERS27945651,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963620,ERS27945652,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963621,ERS27945651,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963622,ERS27945652,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963623,ERS27945653,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963624,ERS27945653,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963625,ERS27945654,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963626,ERS27945654,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963627,ERS27945654,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963628,ERS27945655,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963629,ERS27945656,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963630,ERS27945657,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963631,ERS27945657,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963632,ERS27945658,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963633,ERS27945659,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963634,ERS27945660,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963635,ERS27945662,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963636,ERS27945661,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963637,ERS27945663,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963639,ERS27945663,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963640,ERS27945664,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963641,ERS27945664,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963642,ERS27945665,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963643,ERS27945665,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963644,ERS27945666,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963645,ERS27945667,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963646,ERS27945668,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963647,ERS27945669,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963648,ERS27945670,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963649,ERS27945671,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963650,ERS27945672,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963651,ERS27945673,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963652,ERS27945674,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963653,ERS27945675,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963654,ERS27945676,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963655,ERS27945677,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963656,ERS27945678,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963657,ERS27945679,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963658,ERS27945680,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963659,ERS27945680,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963660,ERS27945681,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963661,ERS27945682,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963662,ERS27945683,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963663,ERS27945683,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963664,ERS27945684,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963665,ERS27945685,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963666,ERS27945686,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963667,ERS27945687,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963668,ERS27945688,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963669,ERS27945688,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963671,ERS27945689,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963672,ERS27945690,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963673,ERS27945692,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963674,ERS27945693,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963675,ERS27945692,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963676,ERS27945691,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963677,ERS27945694,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963678,ERS27945694,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963679,ERS27945695,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963680,ERS27945695,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963681,ERS27945696,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963682,ERS27945697,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963683,ERS27945696,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963684,ERS27945697,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963685,ERS27945698,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963686,ERS27945699,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963687,ERS27945699,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963688,ERS27945702,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963689,ERS27945701,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963690,ERS27945703,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963691,ERS27945703,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963692,ERS27945700,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963693,ERS27945704,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963694,ERS27945704,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963695,ERS27945705,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963696,ERS27945705,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963697,ERS27945708,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963698,ERS27945706,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963699,ERS27945707,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963700,ERS27945709,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963701,ERS27945710,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963703,ERS27945712,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963704,ERS27945711,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963705,ERS27945714,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963706,ERS27945713,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963707,ERS27945715,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963708,ERS27945715,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963709,ERS27945714,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963710,ERS27945715,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963711,ERS27945715,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963712,ERS27945717,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963713,ERS27945716,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963714,ERS27945719,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963715,ERS27945718,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963716,ERS27945720,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963717,ERS27945721,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963718,ERS27945722,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963719,ERS27945723,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963720,ERS27945723,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963721,ERS27945723,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963722,ERS27945724,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963723,ERS27945725,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963724,ERS27945726,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963725,ERS27945726,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963726,ERS27945726,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963727,ERS27945726,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963728,ERS27945727,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963729,ERS27945728,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963730,ERS27945729,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963731,ERS27945730,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963732,ERS27945731,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963734,ERS27945731,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963735,ERS27945731,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963736,ERS27945732,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963737,ERS27945733,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963738,ERS27945734,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963739,ERS27945736,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963740,ERS27945735,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963741,ERS27945736,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963742,ERS27945736,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963743,ERS27945738,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963744,ERS27945738,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963745,ERS27945738,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963746,ERS27945737,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963747,ERS27945737,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963748,ERS27945737,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963749,ERS27945739,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963750,ERS27945741,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963751,ERS27945740,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963752,ERS27945742,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963753,ERS27945743,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963754,ERS27945744,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963755,ERS27945746,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963756,ERS27945745,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963757,ERS27945746,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963758,ERS27945748,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963759,ERS27945747,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963760,ERS27945749,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963761,ERS27945749,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963762,ERS27945749,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963763,ERS27945750,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963764,ERS27945750,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963765,ERS27945750,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963766,ERS27945751,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963768,ERS27945753,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963769,ERS27945752,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963770,ERS27945755,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963771,ERS27945754,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963772,ERS27945757,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963773,ERS27945756,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963774,ERS27945758,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963775,ERS27945758,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963776,ERS27945757,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963777,ERS27945758,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963778,ERS27945757,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963779,ERS27945759,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963780,ERS27945759,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963781,ERS27945759,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963782,ERS27945760,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963783,ERS27945762,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963784,ERS27945760,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963785,ERS27945761,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963786,ERS27945763,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963787,ERS27945764,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963788,ERS27945765,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963789,ERS27945764,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963790,ERS27945767,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963791,ERS27945766,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963792,ERS27945767,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963793,ERS27945768,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963794,ERS27945768,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963796,ERS27945769,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963797,ERS27945770,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963798,ERS27945771,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963799,ERS27945769,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963800,ERS27945770,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963801,ERS27945771,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963802,ERS27945772,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963803,ERS27945774,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963804,ERS27945773,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963805,ERS27945772,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963806,ERS27945773,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963807,ERS27945776,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963808,ERS27945774,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963809,ERS27945775,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963810,ERS27945777,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963811,ERS27945776,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963812,ERS27945778,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963813,ERS27945780,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963814,ERS27945778,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963815,ERS27945779,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963816,ERS27946063,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963817,ERS27945781,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963818,ERS27945782,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963819,ERS27945786,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963820,ERS27945783,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963821,ERS27945783,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963822,ERS27945784,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963823,ERS27945785,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963825,ERS27945787,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963826,ERS27945787,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963827,ERS27945788,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963828,ERS27945790,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963829,ERS27945791,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963830,ERS27945790,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963831,ERS27945789,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963832,ERS27945791,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963833,ERS27945792,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963834,ERS27945796,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963835,ERS27945794,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963836,ERS27945795,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963837,ERS27945793,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963838,ERS27945792,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963839,ERS27945796,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963840,ERS27945797,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963841,ERS27945802,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963842,ERS27945800,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963843,ERS27945797,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963844,ERS27945798,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963845,ERS27945799,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963846,ERS27945801,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963847,ERS27945803,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963848,ERS27945805,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963849,ERS27945804,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963850,ERS27945804,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963851,ERS27945806,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963852,ERS27945803,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963853,ERS27945807,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963854,ERS27945807,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963856,ERS27945808,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963857,ERS27945810,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963858,ERS27945809,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963859,ERS27945812,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963860,ERS27945813,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963861,ERS27945811,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963862,ERS27945814,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963863,ERS27945817,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963864,ERS27945815,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963865,ERS27945816,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963866,ERS27945818,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963867,ERS27945819,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963868,ERS27945821,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963869,ERS27945820,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963870,ERS27945824,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963871,ERS27945825,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963872,ERS27945825,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963873,ERS27945823,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963874,ERS27945822,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963875,ERS27945824,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963876,ERS27945824,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963877,ERS27945829,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963878,ERS27945829,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963879,ERS27945827,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963880,ERS27945826,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963881,ERS27945828,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963882,ERS27945830,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15963883,ERS27945826,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
