accession,biosample,bioproject,studyId,dri_orcids
ERR15957870,ERS27942068,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957871,ERS27942068,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957872,ERS27942068,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957873,ERS27942069,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957874,ERS27942069,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957875,ERS27942069,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957876,ERS27942069,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957877,ERS27942070,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957878,ERS27942070,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957879,ERS27942071,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957880,ERS27942071,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957881,ERS27942071,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957882,ERS27942071,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957883,ERS27942072,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957884,ERS27942072,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957885,ERS27942073,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957886,ERS27942073,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957887,ERS27942073,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957888,ERS27942073,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957889,ERS27942074,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957890,ERS27942074,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957891,ERS27942074,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957892,ERS27942074,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957893,ERS27942075,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957894,ERS27942075,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957895,ERS27942076,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957896,ERS27942076,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957897,ERS27942077,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957898,ERS27942077,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957899,ERS27942078,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957900,ERS27942078,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957901,ERS27942079,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957902,ERS27942079,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957903,ERS27942079,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957904,ERS27942079,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957905,ERS27942080,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957906,ERS27942080,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957907,ERS27942080,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957908,ERS27942080,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957909,ERS27942081,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957910,ERS27942081,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957911,ERS27942081,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957912,ERS27942082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957913,ERS27942081,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957914,ERS27942082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957915,ERS27942082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957916,ERS27942082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957917,ERS27942083,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957918,ERS27942083,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957919,ERS27942084,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957920,ERS27942084,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957921,ERS27942084,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957922,ERS27942084,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957923,ERS27942085,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957924,ERS27942085,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957925,ERS27942085,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957926,ERS27942085,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957927,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957928,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957929,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957930,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957931,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957932,ERS27942086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957933,ERS27942087,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957934,ERS27942087,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957935,ERS27942087,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957936,ERS27942087,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957937,ERS27942088,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957938,ERS27942088,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957939,ERS27942088,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957940,ERS27942088,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957941,ERS27942089,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957942,ERS27942089,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957943,ERS27942090,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957944,ERS27942090,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957945,ERS27942091,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957946,ERS27942091,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957947,ERS27942091,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957948,ERS27942091,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957949,ERS27942092,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957950,ERS27942092,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957951,ERS27942092,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957952,ERS27942092,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957953,ERS27942093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957954,ERS27942093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957955,ERS27942093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957956,ERS27942093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957957,ERS27942094,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957958,ERS27942094,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957959,ERS27942094,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957960,ERS27942094,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957961,ERS27942095,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957962,ERS27942095,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957963,ERS27942095,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957964,ERS27942095,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957965,ERS27942096,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957966,ERS27942096,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957967,ERS27942096,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957968,ERS27942096,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957969,ERS27942097,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957970,ERS27942097,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957971,ERS27942097,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957972,ERS27942097,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957973,ERS27942098,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957974,ERS27942098,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957975,ERS27942098,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957976,ERS27942098,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957977,ERS27942099,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957978,ERS27942099,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957979,ERS27942099,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957980,ERS27942099,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957981,ERS27942100,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957982,ERS27942100,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957983,ERS27942100,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957984,ERS27942100,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957985,ERS27942101,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957986,ERS27942101,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957987,ERS27942101,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957988,ERS27942101,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957989,ERS27942102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957990,ERS27942102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957991,ERS27942102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957992,ERS27942102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957993,ERS27942102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957994,ERS27942103,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957995,ERS27942103,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957996,ERS27942103,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957997,ERS27942104,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957998,ERS27942103,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15957999,ERS27942104,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958000,ERS27942104,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958001,ERS27942104,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958002,ERS27942105,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958003,ERS27942105,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958004,ERS27942105,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958005,ERS27942106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958006,ERS27942105,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958007,ERS27942106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958008,ERS27942106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958009,ERS27942106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958010,ERS27942106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958011,ERS27942108,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958012,ERS27942108,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958013,ERS27942107,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958014,ERS27942109,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958015,ERS27942109,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958016,ERS27942110,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958017,ERS27942111,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958018,ERS27942113,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958019,ERS27942112,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958020,ERS27942115,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958021,ERS27942114,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958022,ERS27942116,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958023,ERS27942116,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958024,ERS27942117,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958025,ERS27942119,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958026,ERS27942118,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958027,ERS27942120,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958028,ERS27942121,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958029,ERS27942122,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958030,ERS27942120,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958037,ERS27942123,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958038,ERS27942124,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958039,ERS27942124,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958040,ERS27942125,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958041,ERS27942126,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958042,ERS27942127,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958043,ERS27942128,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958044,ERS27942129,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958045,ERS27942130,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958046,ERS27942131,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958047,ERS27942132,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958048,ERS27942133,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958049,ERS27942134,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958050,ERS27942135,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958051,ERS27942136,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958052,ERS27942136,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958053,ERS27942138,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958054,ERS27942137,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958055,ERS27942138,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958056,ERS27942139,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958057,ERS27942140,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958058,ERS27942140,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958059,ERS27942141,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958060,ERS27942143,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958061,ERS27942142,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958062,ERS27942144,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958063,ERS27942144,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958064,ERS27942145,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958065,ERS27942146,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958066,ERS27942146,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958067,ERS27942147,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958068,ERS27942148,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958069,ERS27942149,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958070,ERS27942150,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958071,ERS27942152,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958072,ERS27942149,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958073,ERS27942151,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958074,ERS27942153,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958075,ERS27942154,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958076,ERS27942154,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958077,ERS27942155,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958078,ERS27942157,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958079,ERS27942156,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958080,ERS27942158,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958081,ERS27942159,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958082,ERS27942160,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958083,ERS27942161,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958084,ERS27942161,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958085,ERS27942162,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958086,ERS27942163,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958087,ERS27942164,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958088,ERS27942164,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958089,ERS27942165,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958090,ERS27942165,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958091,ERS27942166,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958092,ERS27942167,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958093,ERS27942168,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958094,ERS27942166,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958095,ERS27942169,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958096,ERS27942169,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958097,ERS27942170,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958098,ERS27942171,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958099,ERS27942172,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958100,ERS27942173,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958101,ERS27942173,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958102,ERS27942174,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958103,ERS27942175,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958104,ERS27942176,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958105,ERS27942177,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958106,ERS27942177,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958107,ERS27942178,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958108,ERS27942179,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958109,ERS27942179,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958110,ERS27942180,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958111,ERS27942181,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958112,ERS27942181,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958113,ERS27942182,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958114,ERS27942184,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958115,ERS27942184,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958116,ERS27942183,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958117,ERS27942185,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958118,ERS27942186,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958119,ERS27942186,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958120,ERS27942187,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958121,ERS27942187,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958122,ERS27942188,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958123,ERS27942190,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958124,ERS27942189,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958125,ERS27942189,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958126,ERS27942190,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
